0.09375,0.34375,1.65625
0.109375,0.34375,1.71875
0.09375,0.34375,1.703125
0.09375,0.34375,1.71875
0.09375,0.34375,1.6875
0.078125,0.296875,1.734375
0.078125,0.3125,1.640625
0.078125,0.34375,1.75
0.09375,0.3125,1.703125
0.078125,0.359375,1.75
0.09375,0.34375,1.734375
0.09375,0.328125,1.71875
0.09375,0.34375,1.71875
0.09375,0.328125,1.765625
0.09375,0.34375,1.734375
0.09375,0.34375,1.734375
0.09375,0.328125,1.71875
0.078125,0.328125,1.71875
0.0625,0.359375,1.65625
0.09375,0.34375,1.75
0.078125,0.34375,1.703125
0.078125,0.34375,1.765625
0.078125,0.34375,1.734375
0.09375,0.3125,1.765625
0.09375,0.328125,1.75
0.09375,0.328125,1.65625
0.109375,0.34375,1.75
0.09375,0.359375,1.75
0.09375,0.328125,1.765625
0.078125,0.359375,1.6875
0.09375,0.34375,1.6875
0.078125,0.34375,1.734375
0.09375,0.34375,1.75
0.078125,0.34375,1.703125
0.09375,0.359375,1.765625
0.09375,0.28125,1.75
0.09375,0.328125,1.640625
0.09375,0.34375,1.71875
0.078125,0.359375,1.703125
0.09375,0.3125,1.703125
0.078125,0.359375,1.6875
0.078125,0.328125,1.765625
0.09375,0.3125,1.765625
0.078125,0.328125,1.78125
0.09375,0.359375,1.71875
0.078125,0.3125,1.6875
0.09375,0.34375,1.703125
0.09375,0.34375,1.6875
0.09375,0.34375,1.734375
0.078125,0.3125,1.703125
0.09375,0.34375,1.75
0.078125,0.359375,1.78125
0.109375,0.375,1.796875
0.09375,0.296875,1.71875
0.09375,0.328125,1.6875
0.078125,0.34375,1.734375
0.078125,0.34375,1.71875
0.09375,0.34375,1.734375
0.09375,0.34375,1.734375
0.078125,0.328125,1.703125
0.078125,0.328125,1.6875
0.09375,0.359375,1.703125
0.078125,0.34375,1.6875
0.078125,0.328125,1.734375
0.078125,0.359375,1.75
0.09375,0.3125,1.734375
0.078125,0.34375,1.75
0.09375,0.34375,1.6875
0.078125,0.3125,1.75
0.078125,0.328125,1.734375
0.09375,0.328125,1.6875
0.078125,0.34375,1.703125
0.09375,0.34375,1.703125
0.09375,0.34375,1.703125
0.078125,0.34375,1.71875
0.09375,0.328125,1.734375
0.09375,0.375,1.765625
0.09375,0.34375,1.734375
0.09375,0.359375,1.71875
0.09375,0.296875,1.734375
0.078125,0.3125,1.734375
0.09375,0.3125,1.671875
0.078125,0.3125,1.6875
0.078125,0.359375,1.734375
0.09375,0.3125,1.75
0.09375,0.328125,1.71875
0.078125,0.34375,1.875
0.109375,0.34375,1.71875
0.078125,0.328125,1.75
0.09375,0.328125,1.734375
0.078125,0.34375,1.703125
0.09375,0.34375,1.75
0.09375,0.328125,1.78125
0.078125,0.34375,1.75
0.078125,0.328125,1.671875
0.09375,0.359375,1.71875
0.078125,0.328125,1.75
0.078125,0.3125,1.6875
0.078125,0.34375,1.734375
0.078125,0.34375,1.703125
