0.234375,0.78125,7.234375
0.171875,1.203125,6.671875
0.171875,0.765625,6.703125
0.15625,0.765625,6.671875
0.171875,0.765625,6.671875
0.171875,0.765625,6.640625
0.171875,0.78125,6.71875
0.171875,0.75,6.640625
0.15625,0.734375,6.671875
0.171875,0.75,6.71875
0.171875,0.78125,6.65625
0.171875,0.734375,6.6875
0.171875,0.734375,6.671875
0.171875,0.734375,6.734375
0.171875,0.765625,6.65625
0.171875,0.765625,6.71875
0.15625,0.75,7.078125
0.15625,0.75,6.734375
0.171875,0.734375,6.6875
0.15625,0.75,6.71875
0.1875,0.75,6.703125
0.15625,0.734375,7.09375
0.171875,0.75,6.671875
0.171875,0.75,6.71875
0.171875,0.734375,6.65625
0.15625,0.71875,6.640625
0.171875,0.765625,6.703125
0.1875,0.765625,6.625
0.171875,0.71875,6.625
0.171875,0.71875,6.6875
0.171875,0.75,6.640625
0.15625,0.75,6.71875
0.15625,0.734375,6.640625
0.125,0.734375,6.640625
0.15625,0.75,6.59375
0.1875,0.75,6.703125
0.15625,0.71875,6.6875
0.15625,0.75,6.65625
0.171875,0.765625,6.6875
0.171875,0.75,6.671875
0.171875,0.75,6.703125
0.171875,0.75,6.65625
0.171875,0.734375,6.65625
0.171875,0.703125,6.625
0.15625,0.765625,6.703125
0.171875,0.796875,6.671875
0.140625,0.703125,6.703125
0.171875,0.75,6.671875
0.171875,0.734375,6.6875
0.15625,0.6875,6.65625
0.171875,0.71875,6.640625
0.1875,0.71875,6.703125
0.171875,0.75,6.71875
0.15625,0.75,6.609375
0.15625,0.75,6.65625
0.171875,0.765625,6.65625
0.140625,0.75,6.765625
0.171875,0.75,6.640625
0.171875,0.765625,6.65625
0.171875,0.765625,6.65625
0.1875,0.765625,6.640625
0.15625,0.75,6.6875
0.171875,0.78125,6.703125
0.15625,0.75,6.75
0.171875,0.75,6.671875
0.15625,0.765625,6.671875
0.171875,0.6875,6.6875
0.171875,0.765625,6.65625
0.171875,0.75,6.640625
0.140625,0.71875,6.984375
0.1875,0.8125,6.71875
0.171875,0.75,6.640625
0.171875,0.75,6.65625
0.1875,0.75,6.71875
0.171875,0.75,6.703125
0.171875,0.71875,6.65625
0.1875,0.765625,6.6875
0.171875,0.78125,6.75
0.1875,0.765625,6.703125
0.171875,0.734375,6.65625
0.171875,0.765625,6.734375
0.171875,0.71875,6.640625
0.171875,0.75,6.703125
0.171875,0.75,6.703125
0.171875,0.78125,6.75
0.171875,0.75,6.71875
0.171875,0.75,6.625
0.171875,0.75,6.734375
0.171875,0.75,6.6875
0.15625,0.75,6.921875
0.15625,0.75,6.734375
0.171875,0.734375,6.703125
0.171875,0.8125,7.109375
0.171875,0.78125,6.8125
0.171875,0.765625,6.71875
0.171875,0.75,6.953125
0.171875,0.734375,6.703125
0.171875,0.734375,6.734375
0.171875,0.796875,6.953125
0.15625,0.765625,6.890625
